rec_id_hour,datetime,season_hour,year_hour,month_hour,hour,holiday_hour,weekday_hour,workingday_hour,weathersit_hour,temp_hour,atemp_hour,hum_hour,windspeed_hour,casual_hour,registered_hour,cnt_hour,day_of_week,rec_id_day,season_day,year_day,month_day,holiday_day,weekday_day,workingday_day,weathersit_day,temp_day,atemp_day,hum_day,windspeed_day,casual_day,registered_day,cnt_day
8615,2011-12-30,Winter,2011,Des,17,0,Friday,Yes,Clear,15.58,19.695,54.0,11.0014,54,188,242,Friday,364,Winter,2011,Des,0,Friday,Yes,Clear,12.778347000000002,15.9406,63.6667,9.000579,491,2508,2999
8616,2011-12-30,Winter,2011,Des,18,0,Friday,Yes,Clear,14.76,17.424999999999997,62.0,8.9981,19,163,182,Friday,364,Winter,2011,Des,0,Friday,Yes,Clear,12.778347000000002,15.9406,63.6667,9.000579,491,2508,2999
8617,2011-12-30,Winter,2011,Des,19,0,Friday,Yes,Misty,13.940000000000001,15.15,49.0,27.999299999999998,16,96,112,Friday,364,Winter,2011,Des,0,Friday,Yes,Clear,12.778347000000002,15.9406,63.6667,9.000579,491,2508,2999
8618,2011-12-30,Winter,2011,Des,20,0,Friday,Yes,Misty,13.940000000000001,17.424999999999997,66.0,7.0015,16,75,91,Friday,364,Winter,2011,Des,0,Friday,Yes,Clear,12.778347000000002,15.9406,63.6667,9.000579,491,2508,2999
8619,2011-12-30,Winter,2011,Des,21,0,Friday,Yes,Misty,14.76,18.18,66.0,7.0015,11,84,95,Friday,364,Winter,2011,Des,0,Friday,Yes,Clear,12.778347000000002,15.9406,63.6667,9.000579,491,2508,2999
8620,2011-12-30,Winter,2011,Des,22,0,Friday,Yes,Misty,13.940000000000001,16.665,71.0,11.0014,7,78,85,Friday,364,Winter,2011,Des,0,Friday,Yes,Clear,12.778347000000002,15.9406,63.6667,9.000579,491,2508,2999
8621,2011-12-30,Winter,2011,Des,23,0,Friday,Yes,Misty,14.76,16.665,66.0,16.997899999999998,13,60,73,Friday,364,Winter,2011,Des,0,Friday,Yes,Clear,12.778347000000002,15.9406,63.6667,9.000579,491,2508,2999
8622,2011-12-31,Winter,2011,Des,0,0,Saturday,No,Misty,15.58,19.695,62.0,22.0028,7,37,44,Saturday,365,Winter,2011,Des,0,Saturday,No,Clear,16.81,20.70605,61.583299999999994,14.750318,665,1820,2485
8623,2011-12-31,Winter,2011,Des,1,0,Saturday,No,Misty,16.400000000000002,20.455000000000002,62.0,19.0012,4,31,35,Saturday,365,Winter,2011,Des,0,Saturday,No,Clear,16.81,20.70605,61.583299999999994,14.750318,665,1820,2485
8624,2011-12-31,Winter,2011,Des,2,0,Saturday,No,Misty,16.400000000000002,20.455000000000002,62.0,19.0012,1,27,28,Saturday,365,Winter,2011,Des,0,Saturday,No,Clear,16.81,20.70605,61.583299999999994,14.750318,665,1820,2485
8625,2011-12-31,Winter,2011,Des,3,0,Saturday,No,Misty,16.400000000000002,20.455000000000002,62.0,19.0012,1,17,18,Saturday,365,Winter,2011,Des,0,Saturday,No,Clear,16.81,20.70605,61.583299999999994,14.750318,665,1820,2485
8626,2011-12-31,Winter,2011,Des,4,0,Saturday,No,Clear,15.58,19.695,71.0,15.001299999999999,1,9,10,Saturday,365,Winter,2011,Des,0,Saturday,No,Clear,16.81,20.70605,61.583299999999994,14.750318,665,1820,2485
8627,2011-12-31,Winter,2011,Des,5,0,Saturday,No,Misty,14.76,17.424999999999997,76.0,15.001299999999999,1,0,1,Saturday,365,Winter,2011,Des,0,Saturday,No,Clear,16.81,20.70605,61.583299999999994,14.750318,665,1820,2485
8628,2011-12-31,Winter,2011,Des,6,0,Saturday,No,Misty,16.400000000000002,20.455000000000002,71.0,6.0032,1,5,6,Saturday,365,Winter,2011,Des,0,Saturday,No,Clear,16.81,20.70605,61.583299999999994,14.750318,665,1820,2485
8629,2011-12-31,Winter,2011,Des,7,0,Saturday,No,Light_RainSnow,15.58,19.695,76.0,0.0,6,13,19,Saturday,365,Winter,2011,Des,0,Saturday,No,Clear,16.81,20.70605,61.583299999999994,14.750318,665,1820,2485
8630,2011-12-31,Winter,2011,Des,8,0,Saturday,No,Clear,13.940000000000001,16.665,81.0,8.9981,7,42,49,Saturday,365,Winter,2011,Des,0,Saturday,No,Clear,16.81,20.70605,61.583299999999994,14.750318,665,1820,2485
8631,2011-12-31,Winter,2011,Des,9,0,Saturday,No,Clear,15.58,19.695,76.0,0.0,18,72,90,Saturday,365,Winter,2011,Des,0,Saturday,No,Clear,16.81,20.70605,61.583299999999994,14.750318,665,1820,2485
8632,2011-12-31,Winter,2011,Des,10,0,Saturday,No,Clear,16.400000000000002,20.455000000000002,76.0,11.0014,20,108,128,Saturday,365,Winter,2011,Des,0,Saturday,No,Clear,16.81,20.70605,61.583299999999994,14.750318,665,1820,2485
8633,2011-12-31,Winter,2011,Des,11,0,Saturday,No,Clear,17.22,21.21,71.0,11.0014,65,152,217,Saturday,365,Winter,2011,Des,0,Saturday,No,Clear,16.81,20.70605,61.583299999999994,14.750318,665,1820,2485
8634,2011-12-31,Winter,2011,Des,12,0,Saturday,No,Clear,21.32,25.0,39.0,19.999499999999998,93,180,273,Saturday,365,Winter,2011,Des,0,Saturday,No,Clear,16.81,20.70605,61.583299999999994,14.750318,665,1820,2485
8635,2011-12-31,Winter,2011,Des,13,0,Saturday,No,Clear,20.5,24.240000000000002,42.0,32.9975,108,205,313,Saturday,365,Winter,2011,Des,0,Saturday,No,Clear,16.81,20.70605,61.583299999999994,14.750318,665,1820,2485
8636,2011-12-31,Winter,2011,Des,14,0,Saturday,No,Clear,18.86,22.725,51.0,22.0028,115,185,300,Saturday,365,Winter,2011,Des,0,Saturday,No,Clear,16.81,20.70605,61.583299999999994,14.750318,665,1820,2485
8637,2011-12-31,Winter,2011,Des,15,0,Saturday,No,Clear,18.86,22.725,47.0,32.9975,89,164,253,Saturday,365,Winter,2011,Des,0,Saturday,No,Clear,16.81,20.70605,61.583299999999994,14.750318,665,1820,2485
8638,2011-12-31,Winter,2011,Des,16,0,Saturday,No,Clear,18.04,21.97,51.0,26.0027,52,143,195,Saturday,365,Winter,2011,Des,0,Saturday,No,Clear,16.81,20.70605,61.583299999999994,14.750318,665,1820,2485
8639,2011-12-31,Winter,2011,Des,17,0,Saturday,No,Clear,17.22,21.21,54.0,12.998000000000001,28,101,129,Saturday,365,Winter,2011,Des,0,Saturday,No,Clear,16.81,20.70605,61.583299999999994,14.750318,665,1820,2485
8640,2011-12-31,Winter,2011,Des,18,0,Saturday,No,Clear,17.22,21.21,54.0,8.9981,13,80,93,Saturday,365,Winter,2011,Des,0,Saturday,No,Clear,16.81,20.70605,61.583299999999994,14.750318,665,1820,2485
8641,2011-12-31,Winter,2011,Des,19,0,Saturday,No,Clear,17.22,21.21,54.0,15.001299999999999,19,73,92,Saturday,365,Winter,2011,Des,0,Saturday,No,Clear,16.81,20.70605,61.583299999999994,14.750318,665,1820,2485
8642,2011-12-31,Winter,2011,Des,20,0,Saturday,No,Clear,17.22,21.21,54.0,15.001299999999999,8,63,71,Saturday,365,Winter,2011,Des,0,Saturday,No,Clear,16.81,20.70605,61.583299999999994,14.750318,665,1820,2485
8643,2011-12-31,Winter,2011,Des,21,0,Saturday,No,Clear,16.400000000000002,20.455000000000002,57.99999999999999,12.998000000000001,2,50,52,Saturday,365,Winter,2011,Des,0,Saturday,No,Clear,16.81,20.70605,61.583299999999994,14.750318,665,1820,2485
8644,2011-12-31,Winter,2011,Des,22,0,Saturday,No,Clear,15.58,19.695,62.0,8.9981,2,36,38,Saturday,365,Winter,2011,Des,0,Saturday,No,Clear,16.81,20.70605,61.583299999999994,14.750318,665,1820,2485
8645,2011-12-31,Winter,2011,Des,23,0,Saturday,No,Clear,14.76,18.94,66.0,0.0,4,27,31,Saturday,365,Winter,2011,Des,0,Saturday,No,Clear,16.81,20.70605,61.583299999999994,14.750318,665,1820,2485
8646,2012-01-01,Winter,2012,Jan,0,0,Sunday,No,Clear,14.76,18.94,66.0,0.0,5,43,48,Sunday,366,Winter,2012,Jan,0,Sunday,No,Clear,15.17,18.78105,69.25,12.875189,686,1608,2294
8647,2012-01-01,Winter,2012,Jan,1,0,Sunday,No,Clear,14.76,17.424999999999997,66.0,8.9981,15,78,93,Sunday,366,Winter,2012,Jan,0,Sunday,No,Clear,15.17,18.78105,69.25,12.875189,686,1608,2294
8648,2012-01-01,Winter,2012,Jan,2,0,Sunday,No,Clear,13.120000000000001,17.424999999999997,76.0,0.0,16,59,75,Sunday,366,Winter,2012,Jan,0,Sunday,No,Clear,15.17,18.78105,69.25,12.875189,686,1608,2294
8649,2012-01-01,Winter,2012,Jan,3,0,Sunday,No,Clear,12.299999999999999,16.665,81.0,0.0,11,41,52,Sunday,366,Winter,2012,Jan,0,Sunday,No,Clear,15.17,18.78105,69.25,12.875189,686,1608,2294
8650,2012-01-01,Winter,2012,Jan,4,0,Sunday,No,Clear,11.48,15.15,81.0,6.0032,0,8,8,Sunday,366,Winter,2012,Jan,0,Sunday,No,Clear,15.17,18.78105,69.25,12.875189,686,1608,2294
8651,2012-01-01,Winter,2012,Jan,5,0,Sunday,No,Clear,11.48,14.395,81.0,7.0015,0,5,5,Sunday,366,Winter,2012,Jan,0,Sunday,No,Clear,15.17,18.78105,69.25,12.875189,686,1608,2294
8652,2012-01-01,Winter,2012,Jan,6,0,Sunday,No,Clear,10.66,13.635,93.0,8.9981,1,1,2,Sunday,366,Winter,2012,Jan,0,Sunday,No,Clear,15.17,18.78105,69.25,12.875189,686,1608,2294
8653,2012-01-01,Winter,2012,Jan,7,0,Sunday,No,Clear,10.66,12.879999999999999,93.0,11.0014,1,6,7,Sunday,366,Winter,2012,Jan,0,Sunday,No,Clear,15.17,18.78105,69.25,12.875189,686,1608,2294
8654,2012-01-01,Winter,2012,Jan,8,0,Sunday,No,Clear,10.66,13.635,87.0,7.0015,4,10,14,Sunday,366,Winter,2012,Jan,0,Sunday,No,Clear,15.17,18.78105,69.25,12.875189,686,1608,2294
8655,2012-01-01,Winter,2012,Jan,9,0,Sunday,No,Clear,10.66,13.635,93.0,7.0015,13,27,40,Sunday,366,Winter,2012,Jan,0,Sunday,No,Clear,15.17,18.78105,69.25,12.875189,686,1608,2294
8656,2012-01-01,Winter,2012,Jan,10,0,Sunday,No,Clear,12.299999999999999,15.909999999999998,81.0,7.0015,18,52,70,Sunday,366,Winter,2012,Jan,0,Sunday,No,Clear,15.17,18.78105,69.25,12.875189,686,1608,2294
8657,2012-01-01,Winter,2012,Jan,11,0,Sunday,No,Clear,13.940000000000001,16.665,76.0,8.9981,40,98,138,Sunday,366,Winter,2012,Jan,0,Sunday,No,Clear,15.17,18.78105,69.25,12.875189,686,1608,2294
8658,2012-01-01,Winter,2012,Jan,12,0,Sunday,No,Clear,16.400000000000002,20.455000000000002,62.0,19.0012,58,143,201,Sunday,366,Winter,2012,Jan,0,Sunday,No,Clear,15.17,18.78105,69.25,12.875189,686,1608,2294
8659,2012-01-01,Winter,2012,Jan,13,0,Sunday,No,Clear,17.22,21.21,57.99999999999999,19.0012,82,141,223,Sunday,366,Winter,2012,Jan,0,Sunday,No,Clear,15.17,18.78105,69.25,12.875189,686,1608,2294
8660,2012-01-01,Winter,2012,Jan,14,0,Sunday,No,Clear,18.04,21.97,54.0,19.999499999999998,120,147,267,Sunday,366,Winter,2012,Jan,0,Sunday,No,Clear,15.17,18.78105,69.25,12.875189,686,1608,2294
8661,2012-01-01,Winter,2012,Jan,15,0,Sunday,No,Clear,18.86,22.725,51.0,19.999499999999998,101,164,265,Sunday,366,Winter,2012,Jan,0,Sunday,No,Clear,15.17,18.78105,69.25,12.875189,686,1608,2294
8662,2012-01-01,Winter,2012,Jan,16,0,Sunday,No,Misty,18.04,21.97,54.0,19.999499999999998,68,147,215,Sunday,366,Winter,2012,Jan,0,Sunday,No,Clear,15.17,18.78105,69.25,12.875189,686,1608,2294
8663,2012-01-01,Winter,2012,Jan,17,0,Sunday,No,Misty,19.68,23.485,48.0,11.0014,36,75,111,Sunday,366,Winter,2012,Jan,0,Sunday,No,Clear,15.17,18.78105,69.25,12.875189,686,1608,2294
8664,2012-01-01,Winter,2012,Jan,18,0,Sunday,No,Light_RainSnow,18.86,22.725,59.0,16.997899999999998,25,81,106,Sunday,366,Winter,2012,Jan,0,Sunday,No,Clear,15.17,18.78105,69.25,12.875189,686,1608,2294
8665,2012-01-01,Winter,2012,Jan,19,0,Sunday,No,Light_RainSnow,17.22,21.21,67.0,26.0027,20,85,105,Sunday,366,Winter,2012,Jan,0,Sunday,No,Clear,15.17,18.78105,69.25,12.875189,686,1608,2294
8666,2012-01-01,Winter,2012,Jan,20,0,Sunday,No,Misty,18.04,21.97,62.0,19.999499999999998,25,58,83,Sunday,366,Winter,2012,Jan,0,Sunday,No,Clear,15.17,18.78105,69.25,12.875189,686,1608,2294
8667,2012-01-01,Winter,2012,Jan,21,0,Sunday,No,Misty,18.04,21.97,67.0,16.997899999999998,10,61,71,Sunday,366,Winter,2012,Jan,0,Sunday,No,Clear,15.17,18.78105,69.25,12.875189,686,1608,2294
8668,2012-01-01,Winter,2012,Jan,22,0,Sunday,No,Clear,18.86,22.725,55.00000000000001,27.999299999999998,13,53,66,Sunday,366,Winter,2012,Jan,0,Sunday,No,Clear,15.17,18.78105,69.25,12.875189,686,1608,2294
8669,2012-01-01,Winter,2012,Jan,23,0,Sunday,No,Clear,18.04,21.97,51.0,19.999499999999998,4,25,29,Sunday,366,Winter,2012,Jan,0,Sunday,No,Clear,15.17,18.78105,69.25,12.875189,686,1608,2294
8670,2012-01-02,Winter,2012,Jan,0,1,Monday,No,Clear,16.400000000000002,20.455000000000002,40.0,31.0009,8,31,39,Monday,367,Winter,2012,Jan,1,Monday,No,Clear,11.194763,12.615199999999998,38.130399999999995,22.087555,244,1707,1951
8671,2012-01-02,Winter,2012,Jan,1,1,Monday,No,Clear,14.76,16.665,43.0,27.999299999999998,1,11,12,Monday,367,Winter,2012,Jan,1,Monday,No,Clear,11.194763,12.615199999999998,38.130399999999995,22.087555,244,1707,1951
8672,2012-01-02,Winter,2012,Jan,2,1,Monday,No,Clear,14.76,15.909999999999998,34.0,30.002599999999997,1,6,7,Monday,367,Winter,2012,Jan,1,Monday,No,Clear,11.194763,12.615199999999998,38.130399999999995,22.087555,244,1707,1951
8673,2012-01-02,Winter,2012,Jan,4,1,Monday,No,Clear,11.48,12.879999999999999,45.0,22.0028,0,4,4,Monday,367,Winter,2012,Jan,1,Monday,No,Clear,11.194763,12.615199999999998,38.130399999999995,22.087555,244,1707,1951
8674,2012-01-02,Winter,2012,Jan,5,1,Monday,No,Clear,11.48,12.879999999999999,45.0,22.0028,1,3,4,Monday,367,Winter,2012,Jan,1,Monday,No,Clear,11.194763,12.615199999999998,38.130399999999995,22.087555,244,1707,1951
8675,2012-01-02,Winter,2012,Jan,6,1,Monday,No,Clear,10.66,11.365,41.0,26.0027,0,14,14,Monday,367,Winter,2012,Jan,1,Monday,No,Clear,11.194763,12.615199999999998,38.130399999999995,22.087555,244,1707,1951
8676,2012-01-02,Winter,2012,Jan,7,1,Monday,No,Clear,9.84,10.605,32.0,26.0027,0,16,16,Monday,367,Winter,2012,Jan,1,Monday,No,Clear,11.194763,12.615199999999998,38.130399999999995,22.087555,244,1707,1951
8677,2012-01-02,Winter,2012,Jan,8,1,Monday,No,Clear,9.84,11.365,35.0,16.997899999999998,2,51,53,Monday,367,Winter,2012,Jan,1,Monday,No,Clear,11.194763,12.615199999999998,38.130399999999995,22.087555,244,1707,1951
8678,2012-01-02,Winter,2012,Jan,9,1,Monday,No,Clear,9.84,12.879999999999999,35.0,0.0,15,53,68,Monday,367,Winter,2012,Jan,1,Monday,No,Clear,11.194763,12.615199999999998,38.130399999999995,22.087555,244,1707,1951
8679,2012-01-02,Winter,2012,Jan,10,1,Monday,No,Clear,10.66,12.120000000000001,35.0,19.0012,20,89,109,Monday,367,Winter,2012,Jan,1,Monday,No,Clear,11.194763,12.615199999999998,38.130399999999995,22.087555,244,1707,1951
8680,2012-01-02,Winter,2012,Jan,11,1,Monday,No,Clear,10.66,10.605,35.0,32.9975,33,142,175,Monday,367,Winter,2012,Jan,1,Monday,No,Clear,11.194763,12.615199999999998,38.130399999999995,22.087555,244,1707,1951
8681,2012-01-02,Winter,2012,Jan,12,1,Monday,No,Clear,11.48,13.635,36.0,16.997899999999998,41,161,202,Monday,367,Winter,2012,Jan,1,Monday,No,Clear,11.194763,12.615199999999998,38.130399999999995,22.087555,244,1707,1951
8682,2012-01-02,Winter,2012,Jan,13,1,Monday,No,Clear,12.299999999999999,13.635,36.0,19.999499999999998,26,150,176,Monday,367,Winter,2012,Jan,1,Monday,No,Clear,11.194763,12.615199999999998,38.130399999999995,22.087555,244,1707,1951
8683,2012-01-02,Winter,2012,Jan,14,1,Monday,No,Clear,12.299999999999999,13.635,36.0,27.999299999999998,10,141,151,Monday,367,Winter,2012,Jan,1,Monday,No,Clear,11.194763,12.615199999999998,38.130399999999995,22.087555,244,1707,1951
8684,2012-01-02,Winter,2012,Jan,15,1,Monday,No,Clear,11.48,12.120000000000001,38.0,30.002599999999997,29,139,168,Monday,367,Winter,2012,Jan,1,Monday,No,Clear,11.194763,12.615199999999998,38.130399999999995,22.087555,244,1707,1951
8685,2012-01-02,Winter,2012,Jan,16,1,Monday,No,Clear,10.66,11.365,35.0,27.999299999999998,10,144,154,Monday,367,Winter,2012,Jan,1,Monday,No,Clear,11.194763,12.615199999999998,38.130399999999995,22.087555,244,1707,1951
8686,2012-01-02,Winter,2012,Jan,17,1,Monday,No,Clear,10.66,11.365,35.0,26.0027,17,136,153,Monday,367,Winter,2012,Jan,1,Monday,No,Clear,11.194763,12.615199999999998,38.130399999999995,22.087555,244,1707,1951
8687,2012-01-02,Winter,2012,Jan,18,1,Monday,No,Clear,10.66,12.120000000000001,33.0,16.997899999999998,13,113,126,Monday,367,Winter,2012,Jan,1,Monday,No,Clear,11.194763,12.615199999999998,38.130399999999995,22.087555,244,1707,1951
8688,2012-01-02,Winter,2012,Jan,19,1,Monday,No,Clear,9.84,11.365,38.0,15.001299999999999,4,89,93,Monday,367,Winter,2012,Jan,1,Monday,No,Clear,11.194763,12.615199999999998,38.130399999999995,22.087555,244,1707,1951
8689,2012-01-02,Winter,2012,Jan,20,1,Monday,No,Clear,9.84,11.365,41.0,15.001299999999999,5,83,88,Monday,367,Winter,2012,Jan,1,Monday,No,Clear,11.194763,12.615199999999998,38.130399999999995,22.087555,244,1707,1951
8690,2012-01-02,Winter,2012,Jan,21,1,Monday,No,Misty,9.84,10.605,41.0,22.0028,3,63,66,Monday,367,Winter,2012,Jan,1,Monday,No,Clear,11.194763,12.615199999999998,38.130399999999995,22.087555,244,1707,1951
8691,2012-01-02,Winter,2012,Jan,22,1,Monday,No,Misty,9.02,10.605,44.0,19.0012,3,36,39,Monday,367,Winter,2012,Jan,1,Monday,No,Clear,11.194763,12.615199999999998,38.130399999999995,22.087555,244,1707,1951
8692,2012-01-02,Winter,2012,Jan,23,1,Monday,No,Clear,9.02,10.605,44.0,16.997899999999998,2,32,34,Monday,367,Winter,2012,Jan,1,Monday,No,Clear,11.194763,12.615199999999998,38.130399999999995,22.087555,244,1707,1951
8693,2012-01-03,Winter,2012,Jan,0,0,Tuesday,Yes,Clear,8.200000000000001,9.85,51.0,16.997899999999998,0,13,13,Tuesday,368,Winter,2012,Jan,0,Tuesday,Yes,Clear,6.1499999999999995,6.31375,44.125,24.499957000000002,89,2147,2236
8694,2012-01-03,Winter,2012,Jan,1,0,Tuesday,Yes,Clear,7.38,9.09,55.00000000000001,15.001299999999999,1,5,6,Tuesday,368,Winter,2012,Jan,0,Tuesday,Yes,Clear,6.1499999999999995,6.31375,44.125,24.499957000000002,89,2147,2236
8695,2012-01-03,Winter,2012,Jan,2,0,Tuesday,Yes,Clear,7.38,8.334999999999999,51.0,16.997899999999998,0,3,3,Tuesday,368,Winter,2012,Jan,0,Tuesday,Yes,Clear,6.1499999999999995,6.31375,44.125,24.499957000000002,89,2147,2236
8696,2012-01-03,Winter,2012,Jan,3,0,Tuesday,Yes,Clear,6.5600000000000005,6.819999999999999,55.00000000000001,19.0012,0,2,2,Tuesday,368,Winter,2012,Jan,0,Tuesday,Yes,Clear,6.1499999999999995,6.31375,44.125,24.499957000000002,89,2147,2236
8697,2012-01-03,Winter,2012,Jan,4,0,Tuesday,Yes,Clear,6.5600000000000005,7.575,55.00000000000001,16.997899999999998,0,5,5,Tuesday,368,Winter,2012,Jan,0,Tuesday,Yes,Clear,6.1499999999999995,6.31375,44.125,24.499957000000002,89,2147,2236
8698,2012-01-03,Winter,2012,Jan,5,0,Tuesday,Yes,Clear,5.74,6.819999999999999,54.0,12.998000000000001,0,12,12,Tuesday,368,Winter,2012,Jan,0,Tuesday,Yes,Clear,6.1499999999999995,6.31375,44.125,24.499957000000002,89,2147,2236
8699,2012-01-03,Winter,2012,Jan,6,0,Tuesday,Yes,Clear,5.74,6.0600000000000005,59.0,19.0012,4,81,85,Tuesday,368,Winter,2012,Jan,0,Tuesday,Yes,Clear,6.1499999999999995,6.31375,44.125,24.499957000000002,89,2147,2236
8700,2012-01-03,Winter,2012,Jan,7,0,Tuesday,Yes,Clear,5.74,6.0600000000000005,59.0,16.997899999999998,2,168,170,Tuesday,368,Winter,2012,Jan,0,Tuesday,Yes,Clear,6.1499999999999995,6.31375,44.125,24.499957000000002,89,2147,2236
8701,2012-01-03,Winter,2012,Jan,8,0,Tuesday,Yes,Clear,6.5600000000000005,6.819999999999999,55.00000000000001,19.0012,5,349,354,Tuesday,368,Winter,2012,Jan,0,Tuesday,Yes,Clear,6.1499999999999995,6.31375,44.125,24.499957000000002,89,2147,2236
8702,2012-01-03,Winter,2012,Jan,9,0,Tuesday,Yes,Clear,6.5600000000000005,6.819999999999999,50.0,19.0012,8,145,153,Tuesday,368,Winter,2012,Jan,0,Tuesday,Yes,Clear,6.1499999999999995,6.31375,44.125,24.499957000000002,89,2147,2236
8703,2012-01-03,Winter,2012,Jan,10,0,Tuesday,Yes,Clear,6.5600000000000005,6.0600000000000005,47.0,31.0009,5,55,60,Tuesday,368,Winter,2012,Jan,0,Tuesday,Yes,Clear,6.1499999999999995,6.31375,44.125,24.499957000000002,89,2147,2236
8704,2012-01-03,Winter,2012,Jan,11,0,Tuesday,Yes,Clear,7.38,6.819999999999999,37.0,35.0008,12,63,75,Tuesday,368,Winter,2012,Jan,0,Tuesday,Yes,Clear,6.1499999999999995,6.31375,44.125,24.499957000000002,89,2147,2236
8705,2012-01-03,Winter,2012,Jan,12,0,Tuesday,Yes,Clear,7.38,6.819999999999999,37.0,35.0008,4,70,74,Tuesday,368,Winter,2012,Jan,0,Tuesday,Yes,Clear,6.1499999999999995,6.31375,44.125,24.499957000000002,89,2147,2236
8706,2012-01-03,Winter,2012,Jan,13,0,Tuesday,Yes,Clear,7.38,6.0600000000000005,34.0,43.9989,5,68,73,Tuesday,368,Winter,2012,Jan,0,Tuesday,Yes,Clear,6.1499999999999995,6.31375,44.125,24.499957000000002,89,2147,2236
8707,2012-01-03,Winter,2012,Jan,14,0,Tuesday,Yes,Clear,6.5600000000000005,6.0600000000000005,43.0,35.0008,7,72,79,Tuesday,368,Winter,2012,Jan,0,Tuesday,Yes,Clear,6.1499999999999995,6.31375,44.125,24.499957000000002,89,2147,2236
8708,2012-01-03,Winter,2012,Jan,15,0,Tuesday,Yes,Clear,6.5600000000000005,6.0600000000000005,37.0,27.999299999999998,9,68,77,Tuesday,368,Winter,2012,Jan,0,Tuesday,Yes,Clear,6.1499999999999995,6.31375,44.125,24.499957000000002,89,2147,2236
8709,2012-01-03,Winter,2012,Jan,16,0,Tuesday,Yes,Clear,5.74,4.545,39.0,39.000699999999995,7,129,136,Tuesday,368,Winter,2012,Jan,0,Tuesday,Yes,Clear,6.1499999999999995,6.31375,44.125,24.499957000000002,89,2147,2236
8710,2012-01-03,Winter,2012,Jan,17,0,Tuesday,Yes,Clear,5.74,5.305,26.0,31.0009,4,241,245,Tuesday,368,Winter,2012,Jan,0,Tuesday,Yes,Clear,6.1499999999999995,6.31375,44.125,24.499957000000002,89,2147,2236
8711,2012-01-03,Winter,2012,Jan,18,0,Tuesday,Yes,Clear,5.74,4.545,26.0,35.0008,10,214,224,Tuesday,368,Winter,2012,Jan,0,Tuesday,Yes,Clear,6.1499999999999995,6.31375,44.125,24.499957000000002,89,2147,2236
8712,2012-01-03,Winter,2012,Jan,19,0,Tuesday,Yes,Clear,4.92,4.545,28.000000000000004,27.999299999999998,4,152,156,Tuesday,368,Winter,2012,Jan,0,Tuesday,Yes,Clear,6.1499999999999995,6.31375,44.125,24.499957000000002,89,2147,2236
8713,2012-01-03,Winter,2012,Jan,20,0,Tuesday,Yes,Clear,4.92,6.0600000000000005,33.0,16.997899999999998,0,115,115,Tuesday,368,Winter,2012,Jan,0,Tuesday,Yes,Clear,6.1499999999999995,6.31375,44.125,24.499957000000002,89,2147,2236
8714,2012-01-03,Winter,2012,Jan,21,0,Tuesday,Yes,Clear,4.1000000000000005,5.305,36.0,15.001299999999999,2,66,68,Tuesday,368,Winter,2012,Jan,0,Tuesday,Yes,Clear,6.1499999999999995,6.31375,44.125,24.499957000000002,89,2147,2236
8715,2012-01-03,Winter,2012,Jan,22,0,Tuesday,Yes,Clear,4.1000000000000005,5.305,46.0,16.997899999999998,0,33,33,Tuesday,368,Winter,2012,Jan,0,Tuesday,Yes,Clear,6.1499999999999995,6.31375,44.125,24.499957000000002,89,2147,2236
8716,2012-01-03,Winter,2012,Jan,23,0,Tuesday,Yes,Clear,4.1000000000000005,3.7900000000000005,46.0,26.0027,0,18,18,Tuesday,368,Winter,2012,Jan,0,Tuesday,Yes,Clear,6.1499999999999995,6.31375,44.125,24.499957000000002,89,2147,2236
8717,2012-01-04,Winter,2012,Jan,0,0,Wednesday,Yes,Clear,3.2800000000000002,3.0300000000000002,42.0,22.0028,0,9,9,Wednesday,369,Winter,2012,Jan,0,Wednesday,Yes,Misty,4.4075,5.96685,41.4583,12.3749,95,2273,2368
8718,2012-01-04,Winter,2012,Jan,1,0,Wednesday,Yes,Clear,1.6400000000000001,1.5150000000000001,38.0,19.999499999999998,0,3,3,Wednesday,369,Winter,2012,Jan,0,Wednesday,Yes,Misty,4.4075,5.96685,41.4583,12.3749,95,2273,2368
8719,2012-01-04,Winter,2012,Jan,2,0,Wednesday,Yes,Clear,0.8200000000000001,0.76,34.0,19.0012,0,1,1,Wednesday,369,Winter,2012,Jan,0,Wednesday,Yes,Misty,4.4075,5.96685,41.4583,12.3749,95,2273,2368
8720,2012-01-04,Winter,2012,Jan,3,0,Wednesday,Yes,Clear,0.8200000000000001,0.76,34.0,19.0012,0,1,1,Wednesday,369,Winter,2012,Jan,0,Wednesday,Yes,Misty,4.4075,5.96685,41.4583,12.3749,95,2273,2368
8721,2012-01-04,Winter,2012,Jan,4,0,Wednesday,Yes,Clear,0.8200000000000001,2.275,41.0,12.998000000000001,0,2,2,Wednesday,369,Winter,2012,Jan,0,Wednesday,Yes,Misty,4.4075,5.96685,41.4583,12.3749,95,2273,2368
8722,2012-01-04,Winter,2012,Jan,5,0,Wednesday,Yes,Clear,0.8200000000000001,2.275,41.0,12.998000000000001,0,14,14,Wednesday,369,Winter,2012,Jan,0,Wednesday,Yes,Misty,4.4075,5.96685,41.4583,12.3749,95,2273,2368
8723,2012-01-04,Winter,2012,Jan,6,0,Wednesday,Yes,Clear,0.8200000000000001,2.275,41.0,11.0014,0,59,59,Wednesday,369,Winter,2012,Jan,0,Wednesday,Yes,Misty,4.4075,5.96685,41.4583,12.3749,95,2273,2368
